Actual Item Code,Item Name,Corrected Name,Sub-Category,Category,Category for Incentive,Veg/Non veg,Chicken/Mutton,Value Offering Cat,Value Offering Sub-Cat,Innovation,Innovation Sub-cat,Unique,Combos to be excl for Item count report,ad
1VJT0155,Aloo Paratha,Aloo Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0162,Pudina Paratha,Pudina Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0167,Gajar ka Halwa,Gajar ka Halwa,DKM/KKM/GKH,Desserts,Desserts,Desserts,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0188,Chicken Tikka Kebab 3PCS,Chicken Tikka Kebab 3PCS,Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0203,Extra Masala Veg Biryani,Extra Masala Veg Biryani,Other,Accompaniments,Biryani,Veg,Other,NULL,NULL,Other Launch,Extra Masala,NULL,NULL,NULL
1VJT0204,Extra Masala Egg Biryani,Extra Masala Egg Biryani,Other,Accompaniments,Biryani,Non-Veg,Egg,NULL,NULL,Other Launch,Extra Masala,NULL,NULL,NULL
1VJT0249,Hariyali Chicken Kebab,Hariyali Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VJT0250,Chicken Malai Kebab,Chicken Malai Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VJT0251,Turkish Seekh Kabab,Turkish Seekh Kabab,Kebabs,Kebabs,Kebabs,Non-Veg,Mutton,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VJT0252,Chicken Mustard Garlic Kebab,Chicken Mustard Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJT0254,Cajun Paneer Tikka,Cajun Paneer Tikka,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VJT0255,Festival Platter,Festival Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJT0256,Chicken Platter,Chicken Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VJUP021,Haleem With Coke,Haleem Combo,Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1VJUP022,Meal for One,Meal for 1,Meal for 1,Combos,Combos,Non-Veg,Chicken,Value Offering,Entry ADT,Other Launch,Combos 2.0,NULL,NULL,NULL
1VJUP023,Couples Combo,Couples Combo,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VJUP024,Family Treat Combo,Family Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1VJUP025,Family Feast Combo,Family Feast Combo,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1VZ00191,Lassi,Lassi,Lassi Falooda,Beverages,Beverages,Beverages,Other,NULL,NULL,Other Launch,Beverages,NULL,NULL,NULL
1VZ00192,Extra (Double) Masala ,Extra (Double) Masala,Other,Accompaniments,Biryani,Non-Veg,Mix,NULL,NULL,Other Launch,Extra Masala,NULL,NULL,NULL
1VZCD001,N Chicken Biryani + N Chicken Biryani,N Chicken Biryani + N Chicken Biryani,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VZCT001,VIZ-Nizami Chicken Combo,VIZ-Nizami Chicken Combo,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VZCT002,Royal CB with Chicken Kalmi,Royal CB with Chicken Kalmi,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
1VZCT003,Royal MB with Chicken Kalmi,Royal MB with Chicken Kalmi,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
1VZCT004,Royal CB with Chicken Tikka,Royal CB with Chicken Tikka,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VZCT005,Royal MB with Chicken Tikka,Royal MB with Chicken Tikka,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
1VZD0029,Onion Raitha,Onion Raitha,Salan & Raitha,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0092,Boiled Egg,Boiled Egg,Egg,Accompaniments,Biryani,Non-Veg,Egg,NULL,NULL,Other Launch,Boiled Egg,NULL,NULL,NULL
1VZD0104,Fish Masala,Fish Masala,Currys,Indian,Indian,Non-Veg,Fish,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0143,Hariyali Veg Kebab,Hariyali Veg Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0161,Plain Paratha,Plain Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0176,Tea,Tea,Tea,Beverages,Excluded,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0184,Vegetable Samosa,Vegetable Samosa,Samosa,Bakery,Bakery,Veg,Other,NULL,NULL,Other Launch,Bakery Extension,NULL,NULL,NULL
1VZD0185,Mutton Samosa,Mutton Samosa,Samosa,Bakery,Bakery,Non-Veg,Mutton,NULL,NULL,Other Launch,Bakery Extension,NULL,NULL,NULL
1VZD0203,Extra Masala Veg Biryani,Extra Masala Veg Biryani,Other,Accompaniments,Biryani,Veg,Other,NULL,NULL,Other Launch,Extra Masala,NULL,NULL,NULL
1VZD0216,Fresh Limes/ Nimbu,Fresh Limes/ Nimbu,Lemon,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0217,Fresh Onion,Fresh Onion,Onion,Accompaniments,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0248,Paneer Tikka Kebab - (Half),Paneer Tikka Kebab - (Half),Kebabs,Kebabs,Excluded,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0249,Hariyali Chicken Kebab,Hariyali Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VZD0250,Chicken Malai Kebab,Chicken Malai Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VZD0251,Turkish Seekh Kabab,Turkish Seekh Kabab,Kebabs,Kebabs,Kebabs,Non-Veg,Mutton,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VZD0252,Chicken Mustard Garlic Kebab,Chicken Mustard Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZD0254,Cajun Paneer Tikka,Cajun Paneer Tikka,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZD0255,Festival Platter,Festival Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZD0256,Chicken Platter,Chicken Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0121,Achari Chutney Murgh Kebab-Half,Aachari Chicken Kebab (Half),Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZT0131,Chicken Sheek Kebab,Chicken Sheek Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0143,Hariyali Veg Kebab,Hariyali Veg Kebab,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0146,Chicken Manchow Soup,Chicken Manchow Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0147,Hot - N -Sour Chicken Soup,Hot - N -Sour Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0148,Sweet Corn Chicken Soup,Sweet Corn Chicken Soup,Soups,Chinese,Chinese,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0150,Hot - N -Sour Vegetable Soup,Hot - N -Sour Vegetable Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0151,Sweet Corn Vegetable Soup,Sweet Corn Vegetable Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0152,Vegetable Manchow Soup,Vegetable Manchow Soup,Soups,Chinese,Chinese,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0155,Aloo Paratha,Aloo Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0159,Panner Paratha,Panner Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0162,Pudina Paratha,Pudina Paratha,Breads,Indian,Indian,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0188,Chicken Tikka Kebab 3PCS,Chicken Tikka Kebab 3PCS,Kebabs,Kebabs,Excluded,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0190,Chicken 65 Biryani,Chicken 65 Biryani,Chinese,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0191,Mutton Kheema Biryani,Mutton Kheema Biryani,Other,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0192,Fish Biryani,Fish Biryani,Regular,Biryani,Biryani,Non-Veg,Fish,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0193,Soya Kheema Biryani,Soya Kheema Biryani,Other,Biryani,Biryani,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0194,Chicken Kheema Biryani,Chicken Kheema Biryani,Other,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0203,Extra Masala Veg Biryani,Extra Masala Veg Biryani,Other,Accompaniments,Biryani,Veg,Other,NULL,NULL,Other Launch,Extra Masala,NULL,NULL,NULL
1VZT0204,Extra Masala Egg Biryani,Extra Masala Egg Biryani,Other,Accompaniments,Biryani,Non-Veg,Egg,NULL,NULL,Other Launch,Extra Masala,NULL,NULL,NULL
1VZT0249,Hariyali Chicken Kebab,Hariyali Chicken Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VZT0250,Chicken Malai Kebab,Chicken Malai Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VZT0251,Turkish Seekh Kabab,Turkish Seekh Kabab,Kebabs,Kebabs,Kebabs,Non-Veg,Mutton,NULL,NULL,Innovation,New Kebabs,NULL,NULL,NULL
1VZT0252,Chicken Mustard Garlic Kebab,Chicken Mustard Garlic Kebab,Kebabs,Kebabs,Kebabs,Non-Veg,Chicken,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZT0254,Cajun Paneer Tikka,Cajun Paneer Tikka,Kebabs,Kebabs,Kebabs,Veg,Other,NULL,NULL,Innovation,Jashn-e-Kebab 2023,NULL,NULL,NULL
1VZT0255,Festival Platter,Festival Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZT0256,Chicken Platter,Chicken Platter,Platter,Kebabs,Kebabs,Non-Veg,Mix,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1VZUP006,Chicken Triple Delight With Kalmi Kebab,Chicken Triple Delight With Kalmi Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1VZUP007,Chicken Triple Delight With Chicken Tikka Kebab,Chicken Triple Delight With Chicken Tikka Kebab,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Triple Delight,NULL,NULL,NULL,NULL,NULL
1VZUP021,Haleem With Coke,Haleem Combo,Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1VZUP022,Meal for One,Meal for 1,Meal for 1,Combos,Combos,Non-Veg,Chicken,Value Offering,Entry ADT,Other Launch,Combos 2.0,NULL,NULL,NULL
1VZUP023,Couples Combo,Couples Combo,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1VZUP024,Family Treat Combo,Family Treat,Family Treat,Combos,Combos,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
1VZUP025,Family Feast Combo,Family Feast Combo,Family Feast,Combos,Biryani,Non-Veg,Chicken,Value Offering,Abundant,NULL,NULL,NULL,NULL,NULL
2BV10083,Limca RGB 200 ML,Limca RGB 200 ML,Soft Drinks,Beverages,Excluded,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2BV10103,Maaza RGB 200 ML,Maaza RGB 200 ML,Soft Drinks,Beverages,Excluded,Beverages,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2FZ10014,Chocolate 500 Ml,Chocolate 500 Ml,Ice Cream,Desserts,Desserts,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2FZ10015,Chocolate Cone 100 Ml,Chocolate Cone 100 Ml,Ice Cream,Desserts,Desserts,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2FZ10017,Chocolate Large Cup 100 Ml,Chocolate Large Cup 100 Ml,Ice Cream,Desserts,Desserts,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2FZ10023,Ice-Cream Mango 500 Ml Ice Cream,Ice-Cream Mango 500 Ml Ice Cream,Ice Cream,Desserts,Desserts,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2FZ10025,Mango Large Cup 100 Ml,Mango Large Cup 100 Ml,Ice Cream,Desserts,Desserts,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2FZ10047,Strawberry Small Cup 50 Ml,Strawberry Small Cup 50 Ml,Ice Cream,Desserts,Desserts,Veg,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7DP10027,CON - Disp Cake Knife ,CON - Disp Cake Knife,Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
7DP10074,CON - Number Candles ,CON - Number Candles,Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
1HBCD025,2 Soya Kheema Biryani with Thumbs up @ 20,2 Soya Kheema Biryani with Thumbs up @ 20,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBCD026,2 Chicken Kheema Biryani With Thumbs up @ 20,2 Chicken Kheema Biryani With Thumbs up @ 20,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
1HBCD027,2 Mutton Kheema Biryani with Thumbs up @ 20,2 Mutton Kheema Biryani with Thumbs up @ 20,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
7PK10011,Plastic Container - 250 Ml  (1000 Pcs),Plastic Container - 250 Ml (1000 Pcs),Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
TEMP001,Combo,Combo,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
TEMP003,Combo2,Combo2,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
TEMP006,Combo6,Combo6,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
TEMP008,Combo8,Combo8,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
TEMP009,Combo9,Combo9,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
DELCRG,Delivery Charges,Delivery Charges,Delivery Charges,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
7PK10017,Plastic Container - 500 Ml  (1000 Pcs),Plastic Container - 500 Ml (1000 Pcs),Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
7PK10045,Plastic Container 250Ml - Khubani ( 2000 Pcs),Plastic Container 250Ml - Khubani ( 2000 Pcs),Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
7PK10082,Plastic Container - 100 Ml  (2800 Pcs),Plastic Container - 100 Ml (2800 Pcs),Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
7PK10083,Plastic Container - 750 Ml  (600 Pcs),Plastic Container - 750 Ml (600 Pcs),Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
7PK10143,Plastic Container - 1200 Ml- Regular Portion,Plastic Container - 1200 Ml- Regular Portion,Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
7PK10144,Plastic Container - 2500 Ml- Family Portion,Plastic Container - 2500 Ml- Family Portion,Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
7PK10145,Plastic Container - 1500 Ml- Special Portion,Plastic Container - 1500 Ml- Special Portion,Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
7PK10146,Plastic Container - 4500 Ml- Supreme Portion,Plastic Container - 4500 Ml- Supreme Portion,Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
7PK10201,Plastic Container - Tamperproof 500 Ml - Haleem ,Plastic Container - Tamperproof 500 Ml - Haleem,Other,Packaging,Packaging,Other,Other,NULL,NULL,Innovation,Haleem,NULL,Yes,NULL
7PK10261,Plastic Container-Tamperproof 1000 Ml(Nizami Chick,Plastic Container-Tamperproof 1000 Ml(Nizami Chick,Other,Packaging,Packaging,Other,Other,NULL,NULL,NULL,NULL,NULL,Yes,NULL
CTAC001,CHN_NIZAMICHKN/CHKN_TIKKA_COMBO,CHN_NIZAMICHKN/CHKN_TIKKA_COMBO,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
MEABC03,Nizami Chicken Combo,Nizami Chicken Combo,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
MEABC04,Nizami Chicken Combo,Nizami Chicken Combo,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
MEABC06,Nizami Chicken Combo,Nizami Chicken Combo,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
MEAHC01,Nizami Chicken Combo,Nizami Chicken Combo,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
MEAHC02,Nizami_Chckn_Biryani_Combo-HYD,Nizami_Chckn_Biryani_Combo-HYD,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
PARTY10001,Party Package Non-Veg,Party Package Non-Veg,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,NULL,NULL
VJTC001,VJGN_NIZAMICHKN/CHKN_TIKKA_COMBO,VJGN_NIZAMICHKN/CHKN_TIKKA_COMBO,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
VZTC001,VZG_NIZAMICHKN/CHKN_TIKKA_COMBO,VZG_NIZAMICHKN/CHKN_TIKKA_COMBO,Combo Packs,Biryani,Biryani,Non-Veg,Chicken,Value Offering,Sharing Combos,NULL,NULL,NULL,Yes,NULL
1APD0214,Haleem,Mutton Haleem,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1APT0214,Haleem,Mutton Haleem,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1APUP046,Haleem Combo (Pack for 2),Haleem Combo (Pack for 2),Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1BLNUP050,Haleem Combo (Pack for 2),Haleem Combo (Pack for 2),Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1BLUP046,Haleem Combo (Pack for 2),Haleem Combo (Pack for 2),Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1BLUP047,Haleem With Coke,Mutton Haleem With Coke,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1CHUP046,Haleem Combo (Pack for 2),Haleem Combo (Pack for 2),Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1CHUP047,Haleem With Coke,Mutton Haleem With Coke,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1GGUP046,Haleem Combo (Pack for 2),Haleem Combo (Pack for 2),Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBNUP050,Haleem Combo (Pack for 2),Haleem Combo (Pack for 2),Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBUP046,Haleem Combo (Pack for 2),Haleem Combo (Pack for 2),Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBUP047,Haleem with Coke,Mutton Haleem With Coke,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1KOUP046,Haleem Combo (Pack for 2),Haleem Combo (Pack for 2),Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1KOUP047,Haleem With Coke,Mutton Haleem With Coke,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1TSD0214, Haleem,Mutton Haleem,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1TST0214,Haleem,Mutton Haleem,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1TSUP046,Haleem Combo (Pack for 2),Haleem Combo (Pack for 2),Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1VJUP046,Haleem Combo (Pack for 2),Haleem Combo (Pack for 2),Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1VJUP047,Haleem With Coke,Mutton Haleem With Coke,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1VZUP046,Haleem Combo (Pack for 2),Haleem Combo (Pack for 2),Haleem Combo,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1VZUP047,Haleem With Coke,Mutton Haleem With Coke,Haleem,Haleem,Haleem,Non-Veg,Mutton,NULL,NULL,Innovation,Haleem,NULL,NULL,NULL
1HBT0262,Nizami Chicken Biryani (Boneless),Nizami Chicken Biryani (Boneless),Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,Innovation,Boneless,NULL,NULL,NULL
1HBT0263,Royal Chicken Biryani (Boneless),Royal Chicken Biryani (Boneless),Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,Innovation,Boneless,NULL,NULL,NULL
1HBT0264,Royal Chicken Biryani (Boneless) ,Royal Chicken Biryani (Boneless) ,Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,Innovation,Boneless,NULL,NULL,NULL
1HBT0265,Nizami Chicken Biryani (Boneless) ,Nizami Chicken Biryani (Boneless) ,Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,Innovation,Boneless,NULL,NULL,NULL
1HBD0264,Royal Chicken Biryani (Boneless) ,Royal Chicken Biryani (Boneless) ,Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,Innovation,Boneless,NULL,NULL,NULL
1HBD0265,Nizami Chicken Biryani (Boneless) ,Nizami Chicken Biryani (Boneless) ,Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,Innovation,Boneless,NULL,NULL,NULL
1HBD0263,Royal Chicken Biryani (Boneless),Royal Chicken Biryani (Boneless),Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,Innovation,Boneless,NULL,NULL,NULL
1HBD0262,Nizami Chicken Biryani (Boneless),Nizami Chicken Biryani (Boneless),Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,Innovation,Boneless,NULL,NULL,NULL
1HBE0195,Royal Mutton Biryani,Royal Mutton Biryani,Royal,Biryani,Biryani,Non-Veg,Mutton,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBE0196,Royal Chicken Biryani,Royal Chicken Biryani,Royal,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBE0198,Nizami Chicken Biryani,Nizami Chicken Biryani,Regular,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1HBE0208,Special Chicken Biryani,Special Chicken Biryani,Spl Biryani,Biryani,Biryani,Non-Veg,Chicken,NULL,NULL,NULL,NULL,NULL,NULL,NULL
